Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond NO or no.
3654,3,3,3,No
3655,1,1,1,NO
3656,5,5,5,NO
3657,2,2,2,No
3658,4,4,4,NO
3659,5,5,5,NO
3660,2,2,2,NO
3661,5,5,5,NO
3662,3,3,3,No
3663,1,1,1,NO
3664,5,5,5,NO
3665,3,3,3,NO
3666,2,2,2,No
3667,2,2,2,NO
3668,4,4,4,NO
3669,4,4,4,NO
3670,3,3,3,NO
3671,5,5,5,No
3672,3,3,3,NO
3673,1,1,1,NO
3674,5,5,5,NO
3675,5,5,5,NO
3676,2,2,2,No
3677,1,1,1,NO
3678,5,5,5,NO
3679,2,2,2,NO
3680,3,3,3,NO
3681,5,5,5,NO
3682,3,3,3,NO
3683,4,4,4,No
3684,5,5,5,NO
3685,2,2,2,NO
3686,5,5,5,NO
3687,1,1,1,NO
3688,3,3,3,NO
3689,5,5,5,NO
3690,3,3,3,NO
3691,5,5,5,NO
3692,2,2,2,No
3693,4,4,4,NO
3694,3,3,3,No
3695,1,1,1,NO
3696,5,5,5,NO
3697,2,2,2,No
3698,4,4,4,NO
3699,5,5,5,NO
3700,2,2,2,NO
3701,5,5,5,NO
3702,3,3,3,No
3703,1,1,1,NO
3704,5,5,5,NO
3705,3,3,3,NO
3706,2,2,2,No
3707,2,2,2,NO
3708,4,4,4,NO
3709,4,4,4,NO
3710,3,3,3,NO
3711,5,5,5,No
3712,3,3,3,NO
3713,1,1,1,NO
3714,5,5,5,NO
3715,5,5,5,NO
3716,2,2,2,No
3717,1,1,1,NO
3718,5,5,5,NO
3719,2,2,2,NO
3720,3,3,3,NO
3721,5,5,5,NO
3722,3,3,3,NO
3723,4,4,4,No
3724,5,5,5,NO
3725,2,2,2,NO
3726,5,5,5,NO
3727,1,1,1,NO
3728,3,3,3,NO
3729,5,5,5,NO
3730,3,3,3,NO
3731,5,5,5,NO
3732,2,2,2,No
3733,4,4,4,NO
3734,3,3,3,No
3735,1,1,1,NO
3736,5,5,5,NO
3737,2,2,2,No
3738,4,4,4,NO
3739,5,5,5,NO
3740,2,2,2,NO
3741,5,5,5,NO
3742,3,3,3,No
3743,1,1,1,NO
3744,5,5,5,NO
3745,3,3,3,NO
3746,2,2,2,No
3747,2,2,2,NO
3748,4,4,4,NO
3749,4,4,4,NO
3750,3,3,3,NO
3751,5,5,5,No
3752,3,3,3,NO
3753,1,1,1,NO
3754,5,5,5,NO
3755,5,5,5,NO
3756,2,2,2,No
3757,1,1,1,NO
3758,5,5,5,NO
3759,2,2,2,NO
3760,3,3,3,NO
3761,,5,5,NO
3762,,3,3,NO
3763,,4,4,No
3764,,5,5,NO
3765,,2,2,NO
3766,,5,5,NO
3767,,1,1,NO
3768,,3,3,NO
3769,,5,5,NO
3770,,3,3,NO
3771,,5,5,NO
3772,,2,2,No
3773,,4,4,NO
3774,,3,3,No
3775,,1,1,NO
3776,,5,5,NO
3777,,2,2,No
3778,,4,4,NO
3779,,5,5,NO
3780,,2,2,NO
3781,,5,5,NO
3782,,3,3,No
3783,,1,1,NO
3784,5,5,5,NO
3785,3,3,3,NO
3786,4,2,2,No
3787,5,2,2,NO
3788,2,4,4,NO
3789,5,4,4,NO
3790,1,3,3,NO
3791,3,5,5,No
3792,5,3,3,NO
3793,3,1,1,NO
3794,5,5,5,NO
3795,2,5,5,NO
3796,4,2,2,No
3797,3,1,1,NO
3798,1,5,5,NO
3799,5,2,2,NO
3800,2,3,3,NO
3801,4,,,NO
3802,5,5,5,NO
3803,2,3,3,No
3804,5,4,4,NO
3805,3,5,5,NO
3806,1,2,2,NO
3807,5,5,5,NO
3808,3,1,1,NO
3809,2,3,3,NO
3810,2,5,5,NO
3811,4,3,3,NO
3812,4,5,5,No
3813,3,2,2,NO
3814,5,4,4,No
3815,3,3,3,NO
3816,1,1,1,NO
3817,5,5,5,No
3818,5,2,2,NO
3819,2,4,4,NO
3820,1,5,5,NO
3821,5,2,2,NO
3822,2,5,5,No
3823,3,3,3,NO
3824,5,1,1,NO
3825,3,5,5,NO
3826,4,3,3,No
3827,5,2,2,NO
3828,2,2,2,NO
3829,5,4,4,NO
3830,1,4,4,NO
3831,3,3,3,No
3832,5,5,5,NO
3833,3,3,3,NO
3834,5,1,1,NO
3835,2,5,5,NO
3836,4,5,5,No
3837,3,2,2,NO
3838,1,1,1,NO
3839,5,5,5,NO
3840,2,2,2,NO
3841,4,3,3,NO
3842,5,5,5,NO
3843,2,3,3,No
3844,5,4,4,NO
3845,3,5,5,NO
3846,1,2,2,NO
3847,5,5,5,NO
3848,3,1,1,NO
3849,2,3,3,NO
3850,2,5,5,NO
3851,4,3,3,NO
3852,4,5,5,No
3853,3,2,2,NO
3854,5,4,4,No
3855,3,3,3,NO
3856,1,1,1,NO
3857,5,5,5,No
3858,5,2,2,NO
3859,2,4,4,NO
3860,1,5,5,NO
3861,5,2,2,NO
3862,2,5,5,No
3863,3,3,3,NO
3864,5,1,1,NO
3865,3,5,5,NO
3866,4,3,3,No
3867,5,2,2,NO
3868,2,2,2,NO
3869,5,4,4,NO
3870,1,4,4,NO
3871,3,3,3,No
3872,5,5,5,NO
3873,3,3,3,NO
3874,5,1,1,NO
3875,2,5,5,NO
3876,4,5,5,No
3877,3,2,2,NO
3878,1,1,1,NO
3879,5,5,5,NO
3880,2,2,2,NO
3881,4,3,3,NO
3882,5,5,5,NO
3883,2,3,3,No
3884,5,4,4,NO
3885,3,5,5,NO
3886,1,2,2,NO
3887,5,5,5,NO
3888,3,1,1,NO
3889,2,3,3,NO
3890,2,5,5,NO
3891,4,3,3,NO
3892,4,5,5,No
3893,3,2,2,NO
3894,5,4,4,No
3895,3,3,3,NO
3896,1,1,1,NO
3897,5,5,5,No
3898,5,2,2,NO
3899,2,4,4,NO
3900,1,5,5,NO
3901,5,2,2,NO
3902,2,5,5,No
3903,3,3,3,NO
3904,5,1,1,NO
3905,3,5,5,NO
3906,4,3,3,No
3907,5,2,2,NO
3908,2,2,2,NO
3909,5,4,4,NO
3910,1,4,4,NO
3911,3,3,3,No
3912,5,5,5,NO
3913,3,3,3,NO
3914,5,1,1,NO
3915,2,5,5,NO
3916,4,5,5,No
3917,3,2,2,NO
3918,1,1,1,NO
3919,5,5,5,NO
3920,2,2,2,NO
3921,4,3,3,NO
3922,5,5,5,NO
3923,2,3,3,No
3924,5,4,4,NO
3925,3,5,5,NO
3926,1,2,2,NO
3927,5,5,5,NO
3928,3,1,1,NO
3929,2,3,3,NO
3930,2,5,5,NO
3931,4,3,3,NO
3932,4,5,5,No
3933,3,2,2,NO
3934,5,4,4,No
3935,3,3,3,NO
3936,1,1,1,NO
3937,5,5,5,No
3938,5,2,2,NO
3939,2,4,4,NO
3940,1,5,5,NO
3941,5,2,2,NO
3942,2,5,5,No
3943,3,3,3,NO
3944,,1,1,NO
3945,5,5,5,NO
3946,3,3,3,No
3947,4,2,2,NO
3948,5,2,2,NO
3949,2,4,4,NO
3950,5,4,4,NO
3951,1,3,3,No
3952,3,5,5,NO
3953,5,3,3,NO
3954,3,1,1,NO
3955,5,5,5,NO
3956,2,5,5,No
3957,4,2,2,NO
3958,3,1,1,NO
3959,1,5,5,NO
3960,5,2,2,NO
3961,2,3,3,NO
3962,4,,,NO
3963,5,,,NO
3964,2,,,NO
3965,5,,,NO
3966,3,,,No
3967,1,,,NO
3968,5,,,No
3969,3,,,NO
3970,2,,,NO
3971,2,,,No
3972,4,,,NO
3973,4,,,NO
3974,3,,5,NO
3975,5,,3,NO
3976,3,5,4,No
3977,1,3,5,NO
3978,5,4,2,NO
3979,5,5,5,NO
3980,2,2,1,No
3981,1,5,3,NO
3982,5,1,5,NO
3983,2,3,3,NO
3984,3,5,5,NO
3985,5,3,2,No
3986,3,5,4,NO
3987,4,2,3,NO
3988,5,4,1,NO
3989,2,3,5,NO
3990,5,1,2,No
3991,1,5,4,NO
3992,3,2,5,NO
3993,5,4,2,NO
3994,3,5,5,NO
3995,5,2,3,NO
3996,2,5,1,NO
3997,4,3,5,No
3998,3,1,3,NO
3999,1,5,2,NO
4000,5,3,2,NO
4001,2,2,4,NO
4002,4,2,4,NO
4003,5,4,3,NO
4004,2,4,5,NO
4005,5,3,3,NO
4006,3,5,1,No
4007,1,3,5,NO
4008,5,1,5,No
4009,3,5,2,NO
4010,2,5,1,NO
4011,2,2,5,No
4012,4,1,2,NO
4013,4,5,3,NO
4014,3,2,5,NO
4015,5,3,3,NO
4016,3,5,4,No
4017,1,3,5,NO
4018,5,4,2,NO
4019,5,5,5,NO
4020,2,2,1,No
4021,1,5,3,NO
4022,5,1,5,NO
4023,5,3,4,NO
4024,3,4,3,NO
4025,4,5,2,No
4026,5,3,4,NO
4027,2,5,1,NO
4028,5,2,5,NO
4029,1,4,3,NO
4030,3,3,2,No
4031,5,1,3,NO
4032,3,5,3,NO
4033,5,3,4,NO
4034,2,2,5,NO
4035,4,5,3,NO
4036,3,4,2,NO
4037,1,5,1,No
4038,5,4,5,NO
4039,2,2,4,NO
4040,4,5,4,NO
4041,5,1,5,NO
4042,2,4,4,NO
4043,5,5,1,NO
4044,3,3,3,NO
4045,1,5,5,NO
4046,5,4,4,No
4047,3,3,2,NO
4048,2,3,4,No
4049,2,2,3,NO
4050,4,5,4,NO
4051,4,1,2,No
4052,3,4,5,NO
4053,5,5,4,NO
4054,3,3,4,NO
4055,1,2,5,NO
4056,5,5,1,No
4057,5,1,2,NO
4058,2,3,3,NO
4059,1,5,4,NO
4060,5,4,3,No
4061,2,2,4,NO
4062,3,3,2,NO
4063,5,5,5,NO
4064,3,3,3,NO
4065,4,4,4,No
4066,5,5,5,NO
4067,2,2,2,NO
4068,5,5,5,NO
4069,1,1,1,NO
4070,3,3,3,No
4071,5,5,5,NO
4072,3,3,3,NO
4073,5,5,5,NO
4074,2,2,2,NO
4075,4,4,4,NO
4076,3,3,3,NO
4077,1,1,1,No
4078,5,3,4,NO
4079,3,4,3,NO
4080,4,5,2,NO
4081,5,3,4,NO
4082,2,5,1,NO
4083,5,2,5,NO
4084,1,4,3,NO
4085,3,3,2,NO
4086,5,1,3,No
4087,3,5,3,NO
4088,5,3,4,No
4089,2,2,5,NO
4090,4,5,3,NO
4091,3,4,2,No
4092,1,5,1,NO
4093,5,4,5,NO
4094,2,2,4,NO
4095,4,5,4,NO
4096,5,1,5,No
4097,2,4,4,NO
4098,5,5,1,NO
4099,3,3,3,NO
4100,1,5,5,No
4101,5,4,4,NO
4102,3,3,2,NO
4103,2,3,4,NO
4104,2,2,3,NO
4105,4,5,4,No
4106,4,1,2,NO
4107,3,4,5,NO
4108,5,5,4,NO
4109,3,3,4,NO
4110,1,2,5,No
4111,5,5,1,NO
4112,5,1,2,NO
4113,2,3,3,NO
4114,1,5,4,NO
4115,5,4,3,NO
4116,2,2,4,NO
4117,3,3,2,No
4118,5,5,5,NO
4119,3,3,3,NO
4120,4,4,4,NO
4121,5,5,5,NO
4122,2,2,2,NO
4123,5,5,5,NO
4124,1,1,1,NO
4125,3,3,3,NO
4126,5,5,5,No
4127,3,3,3,NO
4128,5,5,5,No
4129,2,2,2,NO
4130,4,4,4,NO
4131,3,3,3,No
4132,1,1,1,NO
4133,5,5,5,NO
4134,2,2,2,NO
4135,4,4,4,NO
4136,5,5,5,No
4137,2,2,2,NO
4138,5,5,5,NO
4139,3,3,3,NO
4140,1,1,1,No
4141,5,5,5,NO
4142,3,3,3,NO
4143,2,2,2,NO
4144,2,2,2,NO
4145,4,4,4,No
4146,4,4,4,NO
4147,3,3,3,NO
4148,5,5,5,NO
4149,3,3,3,NO
4150,1,1,1,No
4151,5,5,5,NO
4152,5,5,5,NO
4153,2,2,2,NO
4154,1,1,1,NO
4155,5,5,5,NO
4156,2,2,2,NO
4157,3,3,3,No
4158,5,5,5,NO
4159,3,3,3,NO
4160,5,3,4,NO
4161,3,4,3,NO
4162,4,5,2,NO
4163,5,3,4,NO
4164,2,5,1,NO
4165,5,2,5,NO
4166,1,4,3,No
4167,3,3,2,NO
4168,5,1,3,No
4169,3,5,3,NO
4170,5,3,4,NO
4171,2,2,5,No
4172,4,5,3,NO
4173,3,4,2,NO
4174,1,5,1,NO
4175,5,4,5,NO
4176,2,2,4,No
4177,4,5,4,NO
4178,5,1,5,NO
4179,2,4,4,NO
4180,5,5,1,No
4181,3,3,3,NO
4182,1,5,5,NO
4183,5,4,4,NO
4184,3,3,2,NO
4185,2,3,4,No
4186,2,2,3,NO
4187,4,5,4,NO
4188,4,1,2,NO
4189,3,4,5,NO
4190,5,5,4,No
4191,3,3,4,NO
4192,1,2,5,NO
4193,5,5,1,NO
4194,5,1,2,NO
4195,2,3,3,NO
4196,1,5,4,NO
4197,5,4,3,No
4198,2,2,4,NO
4199,3,3,2,NO
4200,5,5,5,NO
4201,3,3,3,NO
4202,4,4,4,NO
4203,5,5,5,NO
4204,2,2,2,NO
4205,5,5,5,NO
4206,1,1,1,No
4207,3,3,3,NO
4208,5,5,5,No
4209,3,3,3,NO
4210,5,5,5,NO
4211,2,2,2,No
4212,4,4,4,NO
4213,3,3,3,NO
4214,1,1,1,NO
4215,5,5,5,NO
4216,2,2,2,No
4217,4,4,4,NO
4218,5,5,5,NO
4219,2,2,2,NO
4220,5,5,5,No
4221,3,3,3,NO
4222,1,1,1,NO
4223,5,5,5,NO
4224,3,3,3,NO
4225,2,2,2,No
4226,2,2,2,NO
4227,4,4,4,NO
4228,4,4,4,NO
4229,3,3,3,NO
4230,5,5,5,No
4231,3,3,3,NO
4232,1,1,1,NO
4233,5,5,5,NO
4234,5,5,5,NO
4235,2,2,2,NO
4236,1,1,1,NO
4237,5,5,5,No
4238,2,2,2,NO
4239,3,3,3,NO
4240,5,5,5,NO
4241,3,3,3,NO
4242,4,4,4,NO
4243,5,5,5,NO
4244,2,2,2,NO
4245,5,5,5,NO
4246,1,1,1,No
4247,3,3,3,NO
4248,5,5,5,No
4249,3,3,3,NO
4250,5,5,5,NO
4251,2,2,2,No
4252,4,4,4,NO
4253,3,3,3,NO
4254,1,1,1,NO
4255,5,5,5,NO
4256,2,2,2,No
4257,4,4,4,NO
4258,5,5,5,NO
4259,2,2,2,NO
4260,5,5,5,No
4261,3,3,3,NO
4262,1,1,1,NO
4263,5,5,5,NO
4264,3,3,3,NO
4265,2,2,2,No
4266,2,2,2,NO
4267,4,4,4,NO
4268,4,4,4,NO
4269,3,3,3,NO
4270,5,5,5,No
4271,3,3,3,NO
4272,1,1,1,NO
4273,5,5,5,NO
4274,5,5,5,NO
4275,2,2,2,NO
4276,1,1,1,NO
4277,5,5,5,No
4278,2,2,2,NO
4279,3,3,3,NO
4280,5,5,5,NO
4281,3,3,3,NO
4282,4,4,4,NO
4283,5,5,5,NO
4284,2,2,2,NO
4285,5,5,5,NO
4286,1,1,1,No
4287,3,3,3,NO
4288,5,5,5,No
4289,3,3,3,NO
4290,5,5,5,NO
4291,2,2,2,No
4292,4,4,4,NO
4293,3,3,3,NO
4294,1,1,1,NO
4295,5,5,5,NO
4296,2,2,2,No
4297,4,4,4,NO
4298,5,5,5,NO
4299,2,2,2,NO
4300,5,5,5,No
4301,3,3,3,NO
4302,1,1,1,NO
4303,5,5,5,NO
4304,3,3,3,NO
4305,2,2,2,No
4306,2,2,2,NO
4307,4,4,4,NO
4308,4,4,4,NO
4309,3,3,3,NO
4310,5,5,5,No
4311,3,3,3,NO
4312,1,1,1,NO
4313,5,5,5,NO
4314,5,5,5,NO
4315,2,2,2,NO
4316,1,1,1,NO
4317,5,5,5,No
4318,2,2,2,NO
4319,3,3,3,NO
4320,5,5,5,NO
4321,3,3,3,NO
4322,4,4,4,NO
4323,5,5,5,NO
4324,2,2,2,NO
4325,5,5,5,NO
4326,1,1,1,No
4327,3,3,3,NO
4328,5,5,5,No
4329,3,3,3,NO
4330,5,5,5,NO
4331,2,2,2,No
4332,4,4,4,NO
4333,3,3,3,NO
4334,1,1,1,NO
4335,5,5,5,NO
4336,2,2,2,No
4337,4,4,4,NO
4338,5,5,5,NO
4339,2,2,2,NO
4340,5,5,5,No
4341,3,3,3,NO
4342,1,1,1,NO
4343,5,5,5,NO
4344,3,3,3,NO
4345,2,2,2,No
4346,2,2,2,NO
4347,4,4,4,NO
4348,4,4,4,NO
4349,3,3,3,NO
4350,5,5,5,No
4351,3,3,3,NO
4352,1,1,1,NO
4353,5,5,5,NO
4354,5,5,5,NO
4355,2,2,2,NO
4356,1,1,1,NO
4357,5,5,5,No
4358,2,2,2,NO
4359,3,3,3,No
4360,5,5,5,NO
4361,3,3,3,No
4362,4,4,4,NO
4363,5,5,5,NO
4364,2,2,2,No
4365,5,5,5,NO
4366,1,1,1,NO
4367,3,3,3,NO
4368,5,5,5,NO
4369,3,3,3,No
4370,5,5,5,NO
4371,2,2,2,NO
4372,4,4,4,NO
4373,3,3,3,No
4374,1,1,1,NO
4375,5,5,5,NO
4376,2,2,2,NO
4377,4,4,4,NO
4378,5,5,5,No
4379,2,2,2,NO
4380,5,5,5,NO
4381,3,3,3,NO
4382,1,1,1,NO
4383,5,5,5,No
4384,3,3,3,NO
4385,2,2,2,NO
4386,2,2,2,NO
4387,4,4,4,NO
4388,4,4,4,NO
4389,3,3,3,NO
4390,5,5,5,No
4391,3,3,3,NO
4392,1,1,1,NO
4393,5,5,5,NO
4394,5,5,5,NO
4395,2,2,2,NO
4396,1,1,1,NO
4397,5,5,5,NO
4398,2,2,2,NO
4399,3,3,3,No
4400,5,5,5,NO
4401,3,3,3,No
4402,4,4,4,NO
4403,5,5,5,NO
4404,2,2,2,No
4405,5,5,5,NO
4406,1,1,1,NO
4407,3,3,3,NO
4408,5,5,5,NO
4409,3,3,3,No
4410,5,5,5,NO
4411,2,2,2,NO
4412,4,4,4,NO
4413,3,3,3,No
4414,1,1,1,NO
4415,5,5,5,NO
4416,2,2,2,NO
4417,4,4,4,NO
4418,5,5,5,No
4419,2,2,2,NO
4420,5,5,5,NO
4421,3,3,3,NO
4422,1,1,1,NO
4423,5,5,5,No
4424,3,3,3,NO
4425,2,2,2,NO
4426,2,2,2,NO
4427,4,4,4,NO
4428,4,4,4,NO
4429,3,3,3,NO
4430,5,5,5,No
4431,3,3,3,NO
4432,1,1,1,NO
4433,5,5,5,NO
4434,5,5,5,NO
4435,2,2,2,NO
4436,1,1,1,NO
4437,5,5,5,NO
4438,2,2,2,NO
4439,3,3,3,No
4440,5,5,5,NO
4441,3,3,3,No
4442,4,4,4,NO
4443,5,5,5,NO
4444,2,2,2,No
4445,5,5,5,NO
4446,1,1,1,NO
4447,3,3,3,NO
4448,5,5,5,NO
4449,3,3,3,No
4450,5,5,5,NO
4451,2,2,2,NO
4452,4,4,4,NO
4453,3,3,3,No
4454,1,1,1,NO
4455,5,5,5,NO
4456,2,2,2,NO
4457,4,4,4,NO
4458,5,5,5,No
4459,2,2,2,NO
4460,5,5,5,NO
4461,3,3,3,NO
4462,1,1,1,NO
4463,5,5,5,No
4464,3,3,3,NO
4465,2,2,2,NO
4466,2,2,2,NO
4467,4,4,4,NO
4468,4,4,4,NO
4469,3,3,3,NO
4470,5,5,5,No
4471,3,3,3,NO
4472,1,1,1,NO
4473,5,5,5,NO
4474,5,5,5,NO
4475,2,2,2,NO
4476,1,1,1,NO
4477,5,5,5,NO
4478,2,2,2,NO
4479,3,3,3,No
4480,,5,5,NO
4481,,3,3,No
4482,,4,4,NO
4483,,5,5,NO
4484,,2,2,No
4485,,5,5,NO
4486,,1,1,NO
4487,,3,3,NO
4488,,5,5,NO
4489,,3,3,No
4490,,5,5,NO
4491,,2,2,NO
4492,,4,4,NO
4493,,3,3,No
4494,,1,1,NO
4495,,5,5,NO
4496,,2,2,NO
4497,,4,4,NO
4498,,5,5,No
4499,,2,2,NO
4500,,5,5,NO
4501,,3,3,NO
4502,,1,1,NO
4503,5,5,5,No
4504,3,3,3,NO
4505,4,2,2,NO
4506,5,2,2,NO
4507,2,4,4,NO
4508,5,4,4,NO
4509,1,3,3,NO
4510,3,5,5,No
4511,5,3,3,NO
4512,3,1,1,NO
4513,5,5,5,NO
4514,2,5,5,NO
4515,4,2,2,NO
4516,3,1,1,NO
4517,1,5,5,NO
4518,5,2,2,NO
4519,2,3,3,No
4520,4,,,NO
4521,5,5,5,No
4522,2,3,3,NO
4523,5,4,4,NO
4524,3,5,5,No
4525,1,2,2,NO
4526,5,5,5,NO
4527,3,1,1,NO
4528,2,3,3,NO
4529,2,5,5,No
4530,4,3,3,NO
4531,4,5,5,NO
4532,3,2,2,NO
4533,5,4,4,No
4534,3,3,3,NO
4535,1,1,1,NO
4536,5,5,5,NO
4537,5,2,2,NO
4538,2,4,4,No
4539,1,5,5,NO
4540,5,2,2,NO
4541,2,5,5,NO
4542,3,3,3,NO
4543,5,1,1,No
4544,3,5,5,NO
4545,4,3,3,NO
4546,5,2,2,NO
4547,2,2,2,NO
4548,5,4,4,NO
4549,1,4,4,NO
4550,3,3,3,No
4551,5,5,5,NO
4552,3,3,3,NO
4553,5,1,1,NO
4554,2,5,5,NO
4555,4,5,5,NO
4556,3,2,2,NO
4557,1,1,1,NO
4558,5,5,5,NO
4559,2,2,2,No
4560,4,3,3,NO
4561,5,5,5,No
4562,2,3,3,NO
4563,5,4,4,NO
4564,3,5,5,No
4565,1,2,2,NO
4566,5,5,5,NO
4567,3,1,1,NO
4568,2,3,3,NO
4569,2,5,5,No
4570,4,3,3,NO
4571,4,5,5,NO
4572,3,2,2,NO
4573,5,4,4,No
4574,3,3,3,NO
4575,1,1,1,NO
4576,5,5,5,NO
4577,5,2,2,NO
4578,2,4,4,No
4579,1,5,5,NO
4580,5,2,2,NO
4581,2,5,5,NO
4582,3,3,3,NO
4583,5,1,1,No
4584,3,5,5,NO
4585,4,3,3,NO
4586,5,2,2,NO
4587,2,2,2,NO
4588,5,4,4,NO
4589,1,4,4,NO
4590,3,3,3,No
4591,5,5,5,NO
4592,3,3,3,NO
4593,5,1,1,NO
4594,2,5,5,NO
4595,4,5,5,NO
4596,3,2,2,NO
4597,1,1,1,NO
4598,5,5,5,NO
4599,2,2,2,No
4600,4,3,3,NO
4601,5,5,5,No
4602,2,3,3,NO
4603,5,4,4,NO
4604,3,5,5,No
4605,1,2,2,NO
4606,5,5,5,NO
4607,3,1,1,NO
4608,2,3,3,NO
4609,2,5,5,No
4610,4,3,3,NO
4611,4,5,5,NO
4612,3,2,2,NO
4613,5,4,4,No
4614,3,3,3,NO
4615,1,1,1,NO
4616,5,5,5,NO
4617,5,2,2,NO
4618,2,4,4,No
4619,1,5,5,NO
4620,5,2,2,NO
4621,2,5,5,NO
4622,3,3,3,NO
4623,5,1,1,No
4624,3,5,5,NO
4625,4,3,3,NO
4626,5,2,2,NO
4627,2,2,2,NO
4628,5,4,4,NO
4629,1,4,4,NO
4630,3,3,3,No
4631,5,5,5,NO
4632,3,3,3,NO
4633,5,1,1,NO
4634,2,5,5,NO
4635,4,5,5,NO
4636,3,2,2,NO
4637,1,1,1,NO
4638,5,5,5,NO
4639,2,2,2,No
4640,4,3,3,NO
4641,5,5,5,No
4642,2,3,3,NO
4643,5,4,4,NO
4644,3,5,5,No
4645,1,2,2,NO
4646,5,5,5,NO
4647,3,1,1,NO
4648,2,3,3,NO
4649,2,5,5,No
4650,4,3,3,NO
4651,4,5,5,NO
4652,3,2,2,NO
4653,5,4,4,No
4654,3,3,3,NO
4655,1,1,1,NO
4656,5,5,5,NO
4657,5,2,2,NO
4658,2,4,4,No
4659,1,5,5,NO
4660,5,2,2,NO
4661,2,5,5,NO
4662,3,3,3,NO
4663,,1,1,No
4664,5,5,5,NO
4665,3,3,3,NO
4666,4,2,2,NO
4667,5,2,2,NO
4668,2,4,4,NO
4669,5,4,4,NO
4670,1,3,3,No
4671,3,5,5,NO
4672,5,3,3,NO
4673,3,1,1,NO
4674,5,5,5,NO
4675,2,5,5,NO
4676,4,2,2,NO
4677,3,1,1,NO
4678,1,5,5,NO
4679,5,2,2,No
4680,2,3,3,NO
4681,4,,,No
4682,5,,,NO
4683,2,,,NO
4684,5,,,No
4685,3,,,NO
4686,1,,,NO
4687,5,,,NO
4688,3,,,NO
4689,2,,,No
4690,2,,,NO
4691,4,,,NO
4692,4,,,NO
4693,3,,5,No
4694,5,,3,NO
4695,3,5,4,NO
4696,1,3,5,NO
4697,5,4,2,NO
4698,5,5,5,No
4699,2,2,1,NO
4700,1,5,3,NO
4701,5,1,5,NO
4702,2,3,3,NO
4703,3,5,5,No
4704,5,3,2,NO
4705,3,5,4,NO
4706,4,2,3,NO
4707,5,4,1,NO
4708,2,3,5,NO
4709,5,1,2,NO
4710,1,5,4,No
4711,3,2,5,NO
4712,5,4,2,NO
4713,3,5,5,NO
4714,5,2,3,NO
4715,2,5,1,NO
4716,4,3,5,NO
4717,3,1,3,NO
4718,1,5,2,NO
4719,5,3,2,No
4720,2,2,4,NO
4721,4,2,4,No
4722,5,4,3,NO
4723,2,4,5,NO
4724,5,3,3,No
4725,3,5,1,NO
4726,1,3,5,NO
4727,5,1,5,NO
4728,3,5,2,NO
4729,2,5,1,No
4730,2,2,5,NO
4731,4,1,2,NO
4732,4,5,3,NO
4733,3,2,5,No
4734,5,3,3,NO
4735,3,5,4,NO
4736,1,3,5,NO
4737,5,4,2,NO
4738,5,5,5,No
4739,2,2,1,NO
4740,1,5,3,NO
4741,5,1,5,NO
4742,2,3,3,NO
4743,3,5,5,No
4744,5,3,2,NO
4745,3,5,4,NO
4746,4,2,3,NO
4747,5,4,1,NO
4748,2,3,5,NO
4749,5,1,2,NO
4750,1,5,4,No
4751,3,2,5,NO
4752,5,4,2,NO
4753,3,5,5,NO
4754,5,2,3,NO
4755,2,5,1,NO
4756,4,3,5,NO
4757,3,1,3,NO
4758,1,5,2,NO
4759,5,3,2,No
4760,2,2,4,NO
4761,4,2,4,No
4762,5,4,3,NO
4763,2,4,5,NO
4764,5,3,3,No
4765,3,5,1,NO
4766,1,3,5,NO
4767,5,1,5,NO
4768,3,5,2,NO
4769,2,5,1,No
4770,2,2,5,NO
4771,4,1,2,NO
4772,4,5,3,NO
4773,3,2,5,No
4774,5,3,3,NO
4775,3,5,4,NO
4776,1,3,5,NO
4777,5,4,2,NO
4778,5,5,5,No
4779,2,2,1,NO
4780,1,5,3,NO
4781,5,1,5,NO
4782,2,3,3,NO
4783,3,5,5,No
4784,5,3,2,NO
4785,3,5,4,NO
4786,4,2,3,NO
4787,5,4,1,NO
4788,2,3,5,NO
4789,5,1,2,NO
4790,1,5,4,No
4791,3,2,5,NO
4792,5,4,2,NO
4793,3,5,5,NO
4794,5,2,3,NO
4795,2,5,1,NO
4796,4,3,5,NO
4797,3,1,3,NO
4798,1,5,2,NO
4799,5,3,2,No
4800,2,2,4,NO
4801,4,2,4,No
4802,5,4,3,NO
4803,2,4,5,NO
4804,5,3,3,No
4805,3,5,1,NO
4806,1,3,5,NO
4807,5,1,5,NO
4808,3,5,2,NO
4809,2,5,1,No
4810,2,2,5,NO
4811,4,1,2,NO
4812,4,5,3,NO
4813,3,2,5,No
4814,5,3,3,NO
4815,3,5,4,NO
4816,1,3,5,NO
4817,5,4,2,NO
4818,5,5,5,No
4819,2,2,1,NO
4820,1,5,3,NO
4821,5,1,5,NO
4822,2,3,3,NO
4823,3,5,5,No
4824,,3,2,NO
4825,5,5,4,NO
4826,3,2,3,NO
4827,4,4,1,NO
4828,5,3,5,NO
4829,2,1,2,NO
4830,5,5,4,No
4831,1,2,5,NO
4832,3,4,2,NO
4833,5,5,5,NO
